nnz,mat_size,std_row,N,CUDA_cores,bandwidth,L2_cache,tag
2997995,1.00E+12,2.448255,8,2944,448,4096,0
2997995,1.00E+12,2.448255,16,2944,448,4096,0
2997995,1.00E+12,2.448255,32,2944,448,4096,0
2997995,1.00E+12,2.448255,64,2944,448,4096,0
2997995,1.00E+12,2.448255,128,2944,448,4096,0
367662,1346302864,36.100004,1,2944,448,4096,7
367662,1346302864,36.100004,2,2944,448,4096,3
367662,1346302864,36.100004,4,2944,448,4096,3
367662,1346302864,36.100004,8,2944,448,4096,2
367662,1346302864,36.100004,16,2944,448,4096,2
367662,1346302864,36.100004,32,2944,448,4096,0
367662,1346302864,36.100004,64,2944,448,4096,0
367662,1346302864,36.100004,128,2944,448,4096,0
420045,70338465796,9.983984,1,2944,448,4096,3
420045,70338465796,9.983984,2,2944,448,4096,3
420045,70338465796,9.983984,4,2944,448,4096,3
420045,70338465796,9.983984,8,2944,448,4096,2
420045,70338465796,9.983984,16,2944,448,4096,2
420045,70338465796,9.983984,32,2944,448,4096,2
420045,70338465796,9.983984,64,2944,448,4096,2
420045,70338465796,9.983984,128,2944,448,4096,2
20964171,8.52E+11,22.323553,1,2944,448,4096,7
20964171,8.52E+11,22.323553,2,2944,448,4096,1
20964171,8.52E+11,22.323553,4,2944,448,4096,0
20964171,8.52E+11,22.323553,8,2944,448,4096,0
20964171,8.52E+11,22.323553,16,2944,448,4096,0
20964171,8.52E+11,22.323553,32,2944,448,4096,0
20964171,8.52E+11,22.323553,64,2944,448,4096,0
20964171,8.52E+11,22.323553,128,2944,448,4096,0
4706073,20612632041,16.879158,1,2944,448,4096,7
4706073,20612632041,16.879158,2,2944,448,4096,3
4706073,20612632041,16.879158,4,2944,448,4096,0
4706073,20612632041,16.879158,8,2944,448,4096,0
4706073,20612632041,16.879158,16,2944,448,4096,0
4706073,20612632041,16.879158,32,2944,448,4096,0
4706073,20612632041,16.879158,64,2944,448,4096,0
4706073,20612632041,16.879158,128,2944,448,4096,0
276143,4794731536,28.318826,1,2944,448,4096,3
276143,4794731536,28.318826,2,2944,448,4096,3
276143,4794731536,28.318826,4,2944,448,4096,3
276143,4794731536,28.318826,8,2944,448,4096,3
276143,4794731536,28.318826,16,2944,448,4096,2
276143,4794731536,28.318826,32,2944,448,4096,2
276143,4794731536,28.318826,64,2944,448,4096,2
276143,4794731536,28.318826,128,2944,448,4096,2
175027,636451984,6.384232,1,2944,448,4096,7
175027,636451984,6.384232,2,2944,448,4096,3
175027,636451984,6.384232,4,2944,448,4096,3
175027,636451984,6.384232,8,2944,448,4096,0
175027,636451984,6.384232,16,2944,448,4096,0
175027,636451984,6.384232,32,2944,448,4096,0
175027,636451984,6.384232,64,2944,448,4096,0
175027,636451984,6.384232,128,2944,448,4096,0
463625,7160036689,0.549513,1,2944,448,4096,4
463625,7160036689,0.549513,2,2944,448,4096,0
463625,7160036689,0.549513,4,2944,448,4096,0
463625,7160036689,0.549513,8,2944,448,4096,0
463625,7160036689,0.549513,16,2944,448,4096,0
463625,7160036689,0.549513,32,2944,448,4096,0
463625,7160036689,0.549513,64,2944,448,4096,2
463625,7160036689,0.549513,128,2944,448,4096,2
6019939,12372755460,0.782719,1,2944,448,4096,3
6019939,12372755460,0.782719,2,2944,448,4096,0
6019939,12372755460,0.782719,4,2944,448,4096,0
6019939,12372755460,0.782719,8,2944,448,4096,0
6019939,12372755460,0.782719,16,2944,448,4096,0
6019939,12372755460,0.782719,32,2944,448,4096,0
6019939,12372755460,0.782719,64,2944,448,4096,0
6019939,12372755460,0.782719,128,2944,448,4096,0
1503732,2903769088,582.883733,1,2944,448,4096,7
1503732,2903769088,582.883733,2,2944,448,4096,3
1503732,2903769088,582.883733,4,2944,448,4096,3
1503732,2903769088,582.883733,8,2944,448,4096,3
1503732,2903769088,582.883733,16,2944,448,4096,3
1503732,2903769088,582.883733,32,2944,448,4096,3
1503732,2903769088,582.883733,64,2944,448,4096,2
1503732,2903769088,582.883733,128,2944,448,4096,2
1170516,2054072416,172.533265,1,2944,448,4096,7
1170516,2054072416,172.533265,2,2944,448,4096,1
1170516,2054072416,172.533265,4,2944,448,4096,1
1170516,2054072416,172.533265,8,2944,448,4096,1
1170516,2054072416,172.533265,16,2944,448,4096,1
1170516,2054072416,172.533265,32,2944,448,4096,0
1170516,2054072416,172.533265,64,2944,448,4096,0
1170516,2054072416,172.533265,128,2944,448,4096,0
19235140,7.44E+11,29.331312,1,2944,448,4096,7
19235140,7.44E+11,29.331312,2,2944,448,4096,3
19235140,7.44E+11,29.331312,4,2944,448,4096,3
19235140,7.44E+11,29.331312,8,2944,448,4096,0
19235140,7.44E+11,29.331312,16,2944,448,4096,0
19235140,7.44E+11,29.331312,32,2944,448,4096,0
19235140,7.44E+11,29.331312,64,2944,448,4096,0
19235140,7.44E+11,29.331312,128,2944,448,4096,0
1096948,276024996,16.231871,1,2944,448,4096,3
1096948,276024996,16.231871,2,2944,448,4096,1
1096948,276024996,16.231871,4,2944,448,4096,1
1096948,276024996,16.231871,8,2944,448,4096,0
1096948,276024996,16.231871,16,2944,448,4096,0
1096948,276024996,16.231871,32,2944,448,4096,0
1096948,276024996,16.231871,64,2944,448,4096,0
1096948,276024996,16.231871,128,2944,448,4096,0
259879,144120025,12.286419,1,2944,448,4096,3
259879,144120025,12.286419,2,2944,448,4096,3
259879,144120025,12.286419,4,2944,448,4096,3
259879,144120025,12.286419,8,2944,448,4096,0
259879,144120025,12.286419,16,2944,448,4096,0
259879,144120025,12.286419,32,2944,448,4096,0
259879,144120025,12.286419,64,2944,448,4096,0
259879,144120025,12.286419,128,2944,448,4096,0
228208,388720656,4.479155,1,2944,448,4096,3
228208,388720656,4.479155,2,2944,448,4096,3
228208,388720656,4.479155,4,2944,448,4096,0
228208,388720656,4.479155,8,2944,448,4096,0
228208,388720656,4.479155,16,2944,448,4096,0
228208,388720656,4.479155,32,2944,448,4096,0
228208,388720656,4.479155,64,2944,448,4096,0
228208,388720656,4.479155,128,2944,448,4096,0
26837113,1.18E+11,40.809121,1,2944,448,4096,7
26837113,1.18E+11,40.809121,2,2944,448,4096,1
26837113,1.18E+11,40.809121,4,2944,448,4096,1
26837113,1.18E+11,40.809121,8,2944,448,4096,1
26837113,1.18E+11,40.809121,16,2944,448,4096,0
26837113,1.18E+11,40.809121,32,2944,448,4096,0
26837113,1.18E+11,40.809121,64,2944,448,4096,0
26837113,1.18E+11,40.809121,128,2944,448,4096,0
5294285,5112965025,37.548502,1,2944,448,4096,5
5294285,5112965025,37.548502,2,2944,448,4096,1
5294285,5112965025,37.548502,4,2944,448,4096,1
5294285,5112965025,37.548502,8,2944,448,4096,0
5294285,5112965025,37.548502,16,2944,448,4096,0
5294285,5112965025,37.548502,32,2944,448,4096,0
5294285,5112965025,37.548502,64,2944,448,4096,0
5294285,5112965025,37.548502,128,2944,448,4096,0
14626683,4.08E+11,22.813162,1,2944,448,4096,7
14626683,4.08E+11,22.813162,2,2944,448,4096,1
14626683,4.08E+11,22.813162,4,2944,448,4096,0
14626683,4.08E+11,22.813162,8,2944,448,4096,0
14626683,4.08E+11,22.813162,16,2944,448,4096,0
14626683,4.08E+11,22.813162,32,2944,448,4096,0
14626683,4.08E+11,22.813162,64,2944,448,4096,0
14626683,4.08E+11,22.813162,128,2944,448,4096,0
11294316,40732119684,9.517389,1,2944,448,4096,7
11294316,40732119684,9.517389,2,2944,448,4096,1
11294316,40732119684,9.517389,4,2944,448,4096,1
11294316,40732119684,9.517389,8,2944,448,4096,0
11294316,40732119684,9.517389,16,2944,448,4096,0
11294316,40732119684,9.517389,32,2944,448,4096,0
11294316,40732119684,9.517389,64,2944,448,4096,0
11294316,40732119684,9.517389,128,2944,448,4096,0
327468,2032837569,2.385831,1,2944,448,4096,7
327468,2032837569,2.385831,2,2944,448,4096,0
327468,2032837569,2.385831,4,2944,448,4096,0
327468,2032837569,2.385831,8,2944,448,4096,0
327468,2032837569,2.385831,16,2944,448,4096,0
327468,2032837569,2.385831,32,2944,448,4096,0
327468,2032837569,2.385831,64,2944,448,4096,0
327468,2032837569,2.385831,128,2944,448,4096,0
819186,20574172969,0.668328,1,2944,448,4096,4
819186,20574172969,0.668328,2,2944,448,4096,0
819186,20574172969,0.668328,4,2944,448,4096,0
819186,20574172969,0.668328,8,2944,448,4096,0
819186,20574172969,0.668328,16,2944,448,4096,0
819186,20574172969,0.668328,32,2944,448,4096,0
819186,20574172969,0.668328,64,2944,448,4096,0
819186,20574172969,0.668328,128,2944,448,4096,0
1324862,9923546689,3.920173,1,2944,448,4096,5
1324862,9923546689,3.920173,2,2944,448,4096,0
1324862,9923546689,3.920173,4,2944,448,4096,0
1324862,9923546689,3.920173,8,2944,448,4096,0
1324862,9923546689,3.920173,16,2944,448,4096,0
1324862,9923546689,3.920173,32,2944,448,4096,0
1324862,9923546689,3.920173,64,2944,448,4096,0
1324862,9923546689,3.920173,128,2944,448,4096,0
905182,6105234496,4.986653,1,2944,448,4096,5
905182,6105234496,4.986653,2,2944,448,4096,3
905182,6105234496,4.986653,4,2944,448,4096,0
905182,6105234496,4.986653,8,2944,448,4096,0
905182,6105234496,4.986653,16,2944,448,4096,0
905182,6105234496,4.986653,32,2944,448,4096,0
905182,6105234496,4.986653,64,2944,448,4096,0
905182,6105234496,4.986653,128,2944,448,4096,0
430740,319694400,4.308784,1,2944,448,4096,7
430740,319694400,4.308784,2,2944,448,4096,0
430740,319694400,4.308784,4,2944,448,4096,0
430740,319694400,4.308784,8,2944,448,4096,0
430740,319694400,4.308784,16,2944,448,4096,0
430740,319694400,4.308784,32,2944,448,4096,0
430740,319694400,4.308784,64,2944,448,4096,0
430740,319694400,4.308784,128,2944,448,4096,0
3489300,21874410000,4.480983,1,2944,448,4096,7
3489300,21874410000,4.480983,2,2944,448,4096,0
3489300,21874410000,4.480983,4,2944,448,4096,0
3489300,21874410000,4.480983,8,2944,448,4096,0
3489300,21874410000,4.480983,16,2944,448,4096,0
3489300,21874410000,4.480983,32,2944,448,4096,0
3489300,21874410000,4.480983,64,2944,448,4096,0
3489300,21874410000,4.480983,128,2944,448,4096,0
1731206,5485179844,66.306724,1,2944,448,4096,7
1731206,5485179844,66.306724,2,2944,448,4096,3
1731206,5485179844,66.306724,4,2944,448,4096,3
1731206,5485179844,66.306724,8,2944,448,4096,0
1731206,5485179844,66.306724,16,2944,448,4096,0
1731206,5485179844,66.306724,32,2944,448,4096,0
1731206,5485179844,66.306724,64,2944,448,4096,0
1731206,5485179844,66.306724,128,2944,448,4096,0
20239237,2.41E+11,16.228063,1,2944,448,4096,7
20239237,2.41E+11,16.228063,2,2944,448,4096,1
20239237,2.41E+11,16.228063,4,2944,448,4096,1
20239237,2.41E+11,16.228063,8,2944,448,4096,0
20239237,2.41E+11,16.228063,16,2944,448,4096,0
20239237,2.41E+11,16.228063,32,2944,448,4096,0
20239237,2.41E+11,16.228063,64,2944,448,4096,0
20239237,2.41E+11,16.228063,128,2944,448,4096,0
2707179,11328834969,12.675577,1,2944,448,4096,3
2707179,11328834969,12.675577,2,2944,448,4096,3
2707179,11328834969,12.675577,4,2944,448,4096,3
2707179,11328834969,12.675577,8,2944,448,4096,0
2707179,11328834969,12.675577,16,2944,448,4096,0
2707179,11328834969,12.675577,32,2944,448,4096,0
2707179,11328834969,12.675577,64,2944,448,4096,0
2707179,11328834969,12.675577,128,2944,448,4096,0
596992,5587861504,6.2778,1,2944,448,4096,7
596992,5587861504,6.2778,2,2944,448,4096,3
596992,5587861504,6.2778,4,2944,448,4096,0
596992,5587861504,6.2778,8,2944,448,4096,0
596992,5587861504,6.2778,16,2944,448,4096,0
596992,5587861504,6.2778,32,2944,448,4096,0
596992,5587861504,6.2778,64,2944,448,4096,0
596992,5587861504,6.2778,128,2944,448,4096,0
298496,1396965376,6.2778,1,2944,448,4096,7
298496,1396965376,6.2778,2,2944,448,4096,3
298496,1396965376,6.2778,4,2944,448,4096,0
298496,1396965376,6.2778,8,2944,448,4096,0
298496,1396965376,6.2778,16,2944,448,4096,0
298496,1396965376,6.2778,32,2944,448,4096,0
298496,1396965376,6.2778,64,2944,448,4096,0
298496,1396965376,6.2778,128,2944,448,4096,0
2346294,2.35E+11,3.48066,1,2944,448,4096,3
2346294,2.35E+11,3.48066,2,2944,448,4096,3
2346294,2.35E+11,3.48066,4,2944,448,4096,3
2346294,2.35E+11,3.48066,8,2944,448,4096,0
2346294,2.35E+11,3.48066,16,2944,448,4096,0
2346294,2.35E+11,3.48066,32,2944,448,4096,0
2346294,2.35E+11,3.48066,64,2944,448,4096,0
2346294,2.35E+11,3.48066,128,2944,448,4096,0
9837214,6.74E+11,87.16021,1,2944,448,4096,7
9837214,6.74E+11,87.16021,2,2944,448,4096,3
9837214,6.74E+11,87.16021,4,2944,448,4096,3
9837214,6.74E+11,87.16021,8,2944,448,4096,3
9837214,6.74E+11,87.16021,16,2944,448,4096,0
9837214,6.74E+11,87.16021,32,2944,448,4096,0
9837214,6.74E+11,87.16021,64,2944,448,4096,0
9837214,6.74E+11,87.16021,128,2944,448,4096,0
202218,1871852949,2.19078,1,2944,448,4096,7
202218,1871852949,2.19078,2,2944,448,4096,3
202218,1871852949,2.19078,4,2944,448,4096,0
202218,1871852949,2.19078,8,2944,448,4096,0
202218,1871852949,2.19078,16,2944,448,4096,0
202218,1871852949,2.19078,32,2944,448,4096,0
202218,1871852949,2.19078,64,2944,448,4096,0
202218,1871852949,2.19078,128,2944,448,4096,0
375266,6905009241,2.226261,1,2944,448,4096,7
375266,6905009241,2.226261,2,2944,448,4096,0
375266,6905009241,2.226261,4,2944,448,4096,0
375266,6905009241,2.226261,8,2944,448,4096,0
375266,6905009241,2.226261,16,2944,448,4096,0
375266,6905009241,2.226261,32,2944,448,4096,0
375266,6905009241,2.226261,64,2944,448,4096,0
375266,6905009241,2.226261,128,2944,448,4096,0
120238,178382736,3.775263,1,2944,448,4096,7
120238,178382736,3.775263,2,2944,448,4096,3
120238,178382736,3.775263,4,2944,448,4096,3
120238,178382736,3.775263,8,2944,448,4096,0
120238,178382736,3.775263,16,2944,448,4096,0
120238,178382736,3.775263,32,2944,448,4096,0
120238,178382736,3.775263,64,2944,448,4096,0
120238,178382736,3.775263,128,2944,448,4096,0
142528,1187973280,7.571046,1,2944,448,4096,3
142528,1187973280,7.571046,2,2944,448,4096,3
142528,1187973280,7.571046,4,2944,448,4096,3
142528,1187973280,7.571046,8,2944,448,4096,2
142528,1187973280,7.571046,16,2944,448,4096,0
142528,1187973280,7.571046,32,2944,448,4096,0
142528,1187973280,7.571046,64,2944,448,4096,0
142528,1187973280,7.571046,128,2944,448,4096,0
285056,4751893120,7.571046,1,2944,448,4096,7
285056,4751893120,7.571046,2,2944,448,4096,3
285056,4751893120,7.571046,4,2944,448,4096,3
285056,4751893120,7.571046,8,2944,448,4096,3
285056,4751893120,7.571046,16,2944,448,4096,0
285056,4751893120,7.571046,32,2944,448,4096,0
285056,4751893120,7.571046,64,2944,448,4096,0
285056,4751893120,7.571046,128,2944,448,4096,0
232647,3664319950,6.163228,1,2944,448,4096,7
232647,3664319950,6.163228,2,2944,448,4096,3
232647,3664319950,6.163228,4,2944,448,4096,3
232647,3664319950,6.163228,8,2944,448,4096,3
232647,3664319950,6.163228,16,2944,448,4096,0
232647,3664319950,6.163228,32,2944,448,4096,0
232647,3664319950,6.163228,64,2944,448,4096,0
232647,3664319950,6.163228,128,2944,448,4096,0
465294,14657279800,6.163228,1,2944,448,4096,0
465294,14657279800,6.163228,2,2944,448,4096,3
465294,14657279800,6.163228,4,2944,448,4096,3
465294,14657279800,6.163228,8,2944,448,4096,3
465294,14657279800,6.163228,16,2944,448,4096,0
465294,14657279800,6.163228,32,2944,448,4096,0
465294,14657279800,6.163228,64,2944,448,4096,0
465294,14657279800,6.163228,128,2944,448,4096,0
101576,350737984,1.649193,1,2944,448,4096,4
101576,350737984,1.649193,2,2944,448,4096,3
101576,350737984,1.649193,4,2944,448,4096,0
101576,350737984,1.649193,8,2944,448,4096,0
101576,350737984,1.649193,16,2944,448,4096,0
101576,350737984,1.649193,32,2944,448,4096,0
101576,350737984,1.649193,64,2944,448,4096,0
101576,350737984,1.649193,128,2944,448,4096,0
544688,10039238416,1.558228,1,2944,448,4096,4
544688,10039238416,1.558228,2,2944,448,4096,0
544688,10039238416,1.558228,4,2944,448,4096,0
544688,10039238416,1.558228,8,2944,448,4096,0
544688,10039238416,1.558228,16,2944,448,4096,0
544688,10039238416,1.558228,32,2944,448,4096,0
544688,10039238416,1.558228,64,2944,448,4096,0
544688,10039238416,1.558228,128,2944,448,4096,0
329728,1419902976,0,1,2944,448,4096,3
329728,1419902976,0,2,2944,448,4096,0
329728,1419902976,0,4,2944,448,4096,0
329728,1419902976,0,8,2944,448,4096,0
329728,1419902976,0,16,2944,448,4096,0
329728,1419902976,0,32,2944,448,4096,0
329728,1419902976,0,64,2944,448,4096,0
329728,1419902976,0,128,2944,448,4096,0
18920347,1.18E+13,2.057934,1,2944,448,4096,3
18920347,1.18E+13,2.057934,2,2944,448,4096,0
18920347,1.18E+13,2.057934,4,2944,448,4096,0
18920347,1.18E+13,2.057934,8,2944,448,4096,0
18920347,1.18E+13,2.057934,16,2944,448,4096,0
18920347,1.18E+13,2.057934,32,2944,448,4096,0
18920347,1.18E+13,2.057934,64,2944,448,4096,0
18920347,1.18E+13,2.057934,128,2944,448,4096,0
23042677,9.00E+12,37.362675,1,2944,448,4096,7
23042677,9.00E+12,37.362675,2,2944,448,4096,3
23042677,9.00E+12,37.362675,4,2944,448,4096,3
23042677,9.00E+12,37.362675,8,2944,448,4096,0
23042677,9.00E+12,37.362675,16,2944,448,4096,0
23042677,9.00E+12,37.362675,32,2944,448,4096,0
23042677,9.00E+12,37.362675,64,2944,448,4096,0
23042677,9.00E+12,37.362675,128,2944,448,4096,0
11708077,39675460969,12.663291,1,2944,448,4096,7
11708077,39675460969,12.663291,2,2944,448,4096,1
11708077,39675460969,12.663291,4,2944,448,4096,1
11708077,39675460969,12.663291,8,2944,448,4096,0
11708077,39675460969,12.663291,16,2944,448,4096,0
11708077,39675460969,12.663291,32,2944,448,4096,0
11708077,39675460969,12.663291,64,2944,448,4096,0
11708077,39675460969,12.663291,128,2944,448,4096,0
26621990,8.92E+12,1806.78833,1,2944,448,4096,7
26621990,8.92E+12,1806.78833,2,2944,448,4096,3
26621990,8.92E+12,1806.78833,4,2944,448,4096,3
26621990,8.92E+12,1806.78833,8,2944,448,4096,2
26621990,8.92E+12,1806.78833,16,2944,448,4096,2
26621990,8.92E+12,1806.78833,32,2944,448,4096,2
26621990,8.92E+12,1806.78833,64,2944,448,4096,2
26621990,8.92E+12,1806.78833,128,2944,448,4096,2
392252,3537670500,10.656518,1,2944,448,4096,7
392252,3537670500,10.656518,2,2944,448,4096,3
392252,3537670500,10.656518,4,2944,448,4096,3
392252,3537670500,10.656518,8,2944,448,4096,0
392252,3537670500,10.656518,16,2944,448,4096,0
392252,3537670500,10.656518,32,2944,448,4096,0
392252,3537670500,10.656518,64,2944,448,4096,0
392252,3537670500,10.656518,128,2944,448,4096,0
497844,356907664,26.096609,1,2944,448,4096,3
497844,356907664,26.096609,2,2944,448,4096,3
497844,356907664,26.096609,4,2944,448,4096,3
497844,356907664,26.096609,8,2944,448,4096,0
497844,356907664,26.096609,16,2944,448,4096,0
497844,356907664,26.096609,32,2944,448,4096,0
497844,356907664,26.096609,64,2944,448,4096,0
497844,356907664,26.096609,128,2944,448,4096,0
1002396,10000000000,3.171275,1,2944,448,4096,7
1002396,10000000000,3.171275,2,2944,448,4096,0
1002396,10000000000,3.171275,4,2944,448,4096,0
1002396,10000000000,3.171275,8,2944,448,4096,0
1002396,10000000000,3.171275,16,2944,448,4096,0
1002396,10000000000,3.171275,32,2944,448,4096,0
1002396,10000000000,3.171275,64,2944,448,4096,0
1002396,10000000000,3.171275,128,2944,448,4096,0
726674,22530610404,0.639641,1,2944,448,4096,7
726674,22530610404,0.639641,2,2944,448,4096,0
726674,22530610404,0.639641,4,2944,448,4096,0
726674,22530610404,0.639641,8,2944,448,4096,0
726674,22530610404,0.639641,16,2944,448,4096,0
726674,22530610404,0.639641,32,2944,448,4096,0
726674,22530610404,0.639641,64,2944,448,4096,0
726674,22530610404,0.639641,128,2944,448,4096,0
4623152,2.51E+12,2.307651,1,2944,448,4096,3
4623152,2.51E+12,2.307651,2,2944,448,4096,0
4623152,2.51E+12,2.307651,4,2944,448,4096,0
4623152,2.51E+12,2.307651,8,2944,448,4096,0
4623152,2.51E+12,2.307651,16,2944,448,4096,0
4623152,2.51E+12,2.307651,32,2944,448,4096,0
4623152,2.51E+12,2.307651,64,2944,448,4096,0
4623152,2.51E+12,2.307651,128,2944,448,4096,0
114671,139004100,14.592673,1,2944,448,4096,3
114671,139004100,14.592673,2,2944,448,4096,3
114671,139004100,14.592673,4,2944,448,4096,3
114671,139004100,14.592673,8,2944,448,4096,2
114671,139004100,14.592673,16,2944,448,4096,0
114671,139004100,14.592673,32,2944,448,4096,0
114671,139004100,14.592673,64,2944,448,4096,0
114671,139004100,14.592673,128,2944,448,4096,0
114671,139004100,14.593002,1,2944,448,4096,7
114671,139004100,14.593002,2,2944,448,4096,3
114671,139004100,14.593002,4,2944,448,4096,3
114671,139004100,14.593002,8,2944,448,4096,2
114671,139004100,14.593002,16,2944,448,4096,0
114671,139004100,14.593002,32,2944,448,4096,0
114671,139004100,14.593002,64,2944,448,4096,0
114671,139004100,14.593002,128,2944,448,4096,0
157990,217857600,17.391729,1,2944,448,4096,7
157990,217857600,17.391729,2,2944,448,4096,3
157990,217857600,17.391729,4,2944,448,4096,3
157990,217857600,17.391729,8,2944,448,4096,2
157990,217857600,17.391729,16,2944,448,4096,0
157990,217857600,17.391729,32,2944,448,4096,0
157990,217857600,17.391729,64,2944,448,4096,0
157990,217857600,17.391729,128,2944,448,4096,0
203316,314352900,19.303693,1,2944,448,4096,7
203316,314352900,19.303693,2,2944,448,4096,3
203316,314352900,19.303693,4,2944,448,4096,3
203316,314352900,19.303693,8,2944,448,4096,2
203316,314352900,19.303693,16,2944,448,4096,0
203316,314352900,19.303693,32,2944,448,4096,0
203316,314352900,19.303693,64,2944,448,4096,0
203316,314352900,19.303693,128,2944,448,4096,0
203316,314352900,19.303568,1,2944,448,4096,7
203316,314352900,19.303568,2,2944,448,4096,3
203316,314352900,19.303568,4,2944,448,4096,3
203316,314352900,19.303568,8,2944,448,4096,2
203316,314352900,19.303568,16,2944,448,4096,0
203316,314352900,19.303568,32,2944,448,4096,0
203316,314352900,19.303568,64,2944,448,4096,0
203316,314352900,19.303568,128,2944,448,4096,0
293976,560268900,21.4136,1,2944,448,4096,3
293976,560268900,21.4136,2,2944,448,4096,3
293976,560268900,21.4136,4,2944,448,4096,3
293976,560268900,21.4136,8,2944,448,4096,0
293976,560268900,21.4136,16,2944,448,4096,0
293976,560268900,21.4136,32,2944,448,4096,0
293976,560268900,21.4136,64,2944,448,4096,0
293976,560268900,21.4136,128,2944,448,4096,0
293976,560268900,21.414705,1,2944,448,4096,7
293976,560268900,21.414705,2,2944,448,4096,3
293976,560268900,21.414705,4,2944,448,4096,3
293976,560268900,21.414705,8,2944,448,4096,0
293976,560268900,21.414705,16,2944,448,4096,0
293976,560268900,21.414705,32,2944,448,4096,0
293976,560268900,21.414705,64,2944,448,4096,0
293976,560268900,21.414705,128,2944,448,4096,0
384636,876752100,22.563581,1,2944,448,4096,3
384636,876752100,22.563581,2,2944,448,4096,3
384636,876752100,22.563581,4,2944,448,4096,3
384636,876752100,22.563581,8,2944,448,4096,0
384636,876752100,22.563581,16,2944,448,4096,0
384636,876752100,22.563581,32,2944,448,4096,0
384636,876752100,22.563581,64,2944,448,4096,0
384636,876752100,22.563581,128,2944,448,4096,0
384636,876752100,22.565432,1,2944,448,4096,7
384636,876752100,22.565432,2,2944,448,4096,3
384636,876752100,22.565432,4,2944,448,4096,3
384636,876752100,22.565432,8,2944,448,4096,0
384636,876752100,22.565432,16,2944,448,4096,0
384636,876752100,22.565432,32,2944,448,4096,0
384636,876752100,22.565432,64,2944,448,4096,0
384636,876752100,22.565432,128,2944,448,4096,0
475296,1263802500,23.290064,1,2944,448,4096,4
475296,1263802500,23.290064,2,2944,448,4096,3
475296,1263802500,23.290064,4,2944,448,4096,3
475296,1263802500,23.290064,8,2944,448,4096,0
475296,1263802500,23.290064,16,2944,448,4096,0
475296,1263802500,23.290064,32,2944,448,4096,0
475296,1263802500,23.290064,64,2944,448,4096,0
475296,1263802500,23.290064,128,2944,448,4096,0
475296,1263802500,23.291265,1,2944,448,4096,3
475296,1263802500,23.291265,2,2944,448,4096,3
475296,1263802500,23.291265,4,2944,448,4096,3
475296,1263802500,23.291265,8,2944,448,4096,0
475296,1263802500,23.291265,16,2944,448,4096,0
475296,1263802500,23.291265,32,2944,448,4096,0
475296,1263802500,23.291265,64,2944,448,4096,0
475296,1263802500,23.291265,128,2944,448,4096,0
565956,1721420100,23.791265,1,2944,448,4096,7
565956,1721420100,23.791265,2,2944,448,4096,3
565956,1721420100,23.791265,4,2944,448,4096,3
565956,1721420100,23.791265,8,2944,448,4096,0
565956,1721420100,23.791265,16,2944,448,4096,0
565956,1721420100,23.791265,32,2944,448,4096,0
565956,1721420100,23.791265,64,2944,448,4096,0
565956,1721420100,23.791265,128,2944,448,4096,0
565956,1721420100,23.793106,1,2944,448,4096,7
565956,1721420100,23.793106,2,2944,448,4096,3
565956,1721420100,23.793106,4,2944,448,4096,3
565956,1721420100,23.793106,8,2944,448,4096,0
565956,1721420100,23.793106,16,2944,448,4096,0
565956,1721420100,23.793106,32,2944,448,4096,0
565956,1721420100,23.793106,64,2944,448,4096,0
565956,1721420100,23.793106,128,2944,448,4096,0
656616,2249604900,24.158119,1,2944,448,4096,7
656616,2249604900,24.158119,2,2944,448,4096,3
656616,2249604900,24.158119,4,2944,448,4096,3
656616,2249604900,24.158119,8,2944,448,4096,0
656616,2249604900,24.158119,16,2944,448,4096,0
656616,2249604900,24.158119,32,2944,448,4096,0
656616,2249604900,24.158119,64,2944,448,4096,0
656616,2249604900,24.158119,128,2944,448,4096,0
656616,2249604900,24.157906,1,2944,448,4096,7
656616,2249604900,24.157906,2,2944,448,4096,3
656616,2249604900,24.157906,4,2944,448,4096,3
656616,2249604900,24.157906,8,2944,448,4096,0
656616,2249604900,24.157906,16,2944,448,4096,0
656616,2249604900,24.157906,32,2944,448,4096,0
656616,2249604900,24.157906,64,2944,448,4096,0
656616,2249604900,24.157906,128,2944,448,4096,0
747276,2848356900,24.438342,1,2944,448,4096,7
747276,2848356900,24.438342,2,2944,448,4096,3
747276,2848356900,24.438342,4,2944,448,4096,3
747276,2848356900,24.438342,8,2944,448,4096,0
747276,2848356900,24.438342,16,2944,448,4096,0
747276,2848356900,24.438342,32,2944,448,4096,0
747276,2848356900,24.438342,64,2944,448,4096,0
747276,2848356900,24.438342,128,2944,448,4096,0
747276,2848356900,24.440409,1,2944,448,4096,3
747276,2848356900,24.440409,2,2944,448,4096,3
747276,2848356900,24.440409,4,2944,448,4096,3
747276,2848356900,24.440409,8,2944,448,4096,0
747276,2848356900,24.440409,16,2944,448,4096,0
747276,2848356900,24.440409,32,2944,448,4096,0
747276,2848356900,24.440409,64,2944,448,4096,0
747276,2848356900,24.440409,128,2944,448,4096,0
837936,3517676100,24.659416,1,2944,448,4096,3
837936,3517676100,24.659416,2,2944,448,4096,3
837936,3517676100,24.659416,4,2944,448,4096,3
837936,3517676100,24.659416,8,2944,448,4096,0
837936,3517676100,24.659416,16,2944,448,4096,0
837936,3517676100,24.659416,32,2944,448,4096,0
837936,3517676100,24.659416,64,2944,448,4096,0
837936,3517676100,24.659416,128,2944,448,4096,0
